STA,Date,Precip,WindGustSpd,MaxTemp,MinTemp,MeanTemp,Snowfall,PoorWeather,YR,MO,DA,PRCP,DR,SPD,MAX,MIN,MEA,SNF,SND,FT,FB,FTI,ITH,PGT,TSHDSBRSGF,SD3,RHX,RHN,RVG,WTE
12701,1943-1-30,0,,31.11111111,20,25.55555556,0,,43,1,30,0,,,88,68,78,0,,,,,,,,,,,,
12701,1943-1-31,0,,28.33333333,20.55555556,24.44444444,0,,43,1,31,0,,,83,69,76,0,,,,,,,,,,,,
12701,1943-2-1,0,,29.44444444,18.33333333,23.88888889,0,,43,2,1,0,,,85,65,75,0,,,,,,,,,,,,
12701,1943-2-2,0,,29.44444444,18.33333333,23.88888889,0,,43,2,2,0,,,85,65,75,0,,,,,,,,,,,,
12701,1943-2-3,T,,28.88888889,18.88888889,23.88888889,0,,43,2,3,T,,,84,66,75,0,,,,,,,,,,,,
12701,1943-2-4,T,,30.55555556,18.33333333,24.44444444,0,,43,2,4,T,,,87,65,76,0,,,,,,,,,,,,
12701,1943-2-5,0,,32.22222222,18.88888889,25.55555556,0,,43,2,5,0,,,90,66,78,0,,,,,,,,,,,,
12701,1943-2-6,0,,30.55555556,18.33333333,24.44444444,0,,43,2,6,0,,,87,65,76,0,,,,,,,,,,,,
12701,1943-2-7,0,,26.11111111,17.77777778,22.22222222,0,,43,2,7,0,,,79,64,72,0,,,,,,,,,,,,
12701,1943-2-8,0,,25.55555556,16.11111111,21.11111111,0,,43,2,8,0,,,78,61,70,0,,,,,,,,,,,,
12701,1943-2-9,0,,27.77777778,15,21.11111111,0,,43,2,9,0,,,82,59,70,0,,,,,,,,,,,,
12701,1943-2-10,0,,28.88888889,15.55555556,22.22222222,0,,43,2,10,0,,,84,60,72,0,,,,,,,,,,,,
12701,1943-2-11,0,,31.66666667,17.22222222,24.44444444,0,,43,2,11,0,,,89,63,76,0,,,,,,,,,,,,
12701,1943-2-12,0,,31.11111111,18.33333333,25,0,,43,2,12,0,,,88,65,77,0,,,,,,,,,,,,
12701,1943-2-13,1.524,,31.11111111,18.88888889,25,0,,43,2,13,0.06,,,88,66,77,0,,,,,,,,,,,,
12701,1943-2-14,0,,24.44444444,16.11111111,20,0,,43,2,14,0,,,76,61,68,0,,,,,,,,,,,,
12701,1943-2-15,0,,22.22222222,13.33333333,17.77777778,0,,43,2,15,0,,,72,56,64,0,,,,,,,,,,,,
12701,1943-2-16,0,,22.77777778,11.11111111,16.66666667,0,,43,2,16,0,,,73,52,62,0,,,,,,,,,,,,
12701,1943-2-17,0,,24.44444444,12.77777778,18.33333333,0,,43,2,17,0,,,76,55,65,0,,,,,,,,,,,,
12701,1943-2-18,T,,23.88888889,18.88888889,21.11111111,0,,43,2,18,T,,,75,66,70,0,,,,,,,,,,,,
12701,1943-2-19,10.414,,23.88888889,18.33333333,21.11111111,0,,43,2,19,0.41,,,75,65,70,0,,,,,,,,,,,,
12701,1943-2-20,6.604,,29.44444444,17.77777778,23.33333333,0,,43,2,20,0.26,,,85,64,74,0,,,,,,,,,,,,
12701,1943-2-21,0,,27.77777778,17.22222222,22.22222222,0,,43,2,21,0,,,82,63,72,0,,,,,,,,,,,,
12701,1943-2-22,2.032,,29.44444444,17.77777778,23.33333333,0,,43,2,22,0.08,,,85,64,74,0,,,,,,,,,,,,
12701,1943-2-23,T,,29.44444444,18.88888889,24.44444444,0,,43,2,23,T,,,85,66,76,0,,,,,,,,,,,,
12701,1943-2-24,0,,30,16.11111111,22.77777778,0,,43,2,24,0,,,86,61,73,0,,,,,,,,,,,,
12701,1943-2-25,0,,28.88888889,16.11111111,22.22222222,0,,43,2,25,0,,,84,61,72,0,,,,,,,,,,,,
12701,1943-2-26,0,,32.22222222,15.55555556,23.88888889,0,,43,2,26,0,,,90,60,75,0,,,,,,,,,,,,
12701,1943-2-27,0,,29.44444444,16.11111111,22.77777778,0,,43,2,27,0,,,85,61,73,0,,,,,,,,,,,,
12701,1943-2-28,0,,28.88888889,16.11111111,22.22222222,0,,43,2,28,0,,,84,61,72,0,,,,,,,,,,,,
12701,1943-3-1,0,,31.66666667,17.77777778,24.44444444,0,,43,3,1,0,,,89,64,76,0,,,,,,,,,,,,
12701,1943-3-2,0,,32.22222222,18.33333333,25.55555556,0,,43,3,2,0,,,90,65,78,0,,,,,,,,,,,,
12701,1943-3-3,T,,32.77777778,17.77777778,25.55555556,0,,43,3,3,T,,,91,64,78,0,,,,,,,,,,,,
12701,1943-3-4,0.508,,26.66666667,18.88888889,22.77777778,0,,43,3,4,0.02,,,80,66,73,0,,,,,,,,,,,,
12701,1943-3-5,0,,30,18.88888889,24.44444444,0,,43,3,5,0,,,86,66,76,0,,,,,,,,,,,,
12701,1943-3-6,0,,32.22222222,18.33333333,25.55555556,0,,43,3,6,0,,,90,65,78,0,,,,,,,,,,,,
12701,1943-3-7,0,,31.11111111,18.88888889,25,0,1,43,3,7,0,,,88,66,77,0,,,,,,,1,,,,,
12701,1943-3-8,0,,30,19.44444444,24.44444444,0,,43,3,8,0,,,86,67,76,0,,,,,,,,,,,,
12701,1943-3-9,0,,31.11111111,18.33333333,24.44444444,0,,43,3,9,0,,,88,65,76,0,,,,,,,,,,,,
12701,1943-3-10,0,,30.55555556,17.22222222,23.88888889,0,,43,3,10,0,,,87,63,75,0,,,,,,,,,,,,
12701,1943-3-11,0,,30.55555556,19.44444444,25,0,,43,3,11,0,,,87,67,77,0,,,,,,,,,,,,
12701,1943-3-12,0,,27.77777778,18.33333333,23.33333333,0,,43,3,12,0,,,82,65,74,0,,,,,,,,,,,,
12701,1943-3-13,0,,30.55555556,18.33333333,24.44444444,0,,43,3,13,0,,,87,65,76,0,,,,,,,,,,,,
12701,1943-3-14,0,,29.44444444,17.77777778,23.33333333,0,,43,3,14,0,,,85,64,74,0,,,,,,,,,,,,
12701,1943-3-15,0,,29.44444444,16.66666667,23.33333333,0,,43,3,15,0,,,85,62,74,0,,,,,,,,,,,,
12701,1943-3-16,0,,30,18.33333333,24.44444444,0,,43,3,16,0,,,86,65,76,0,,,,,,,,,,,,
12701,1943-3-17,0,,31.66666667,18.88888889,25.55555556,0,,43,3,17,0,,,89,66,78,0,,,,,,,,,,,,
12701,1943-3-18,T,,31.11111111,18.88888889,25,0,,43,3,18,T,,,88,66,77,0,,,,,,,,,,,,
12701,1943-3-19,0,,30.55555556,20,25.55555556,0,,43,3,19,0,,,87,68,78,0,,,,,,,,,,,,
12701,1943-3-20,0,,31.66666667,20,25.55555556,0,,43,3,20,0,,,89,68,78,0,,,,,,,,,,,,
12701,1943-3-21,6.35,,31.11111111,19.44444444,25.55555556,0,,43,3,21,0.25,,,88,67,78,0,,,,,,,,,,,,
12701,1943-3-22,4.572,,32.22222222,18.33333333,25.55555556,0,,43,3,22,0.18,,,90,65,78,0,,,,,,,,,,,,
12701,1943-3-23,7.112,,23.88888889,17.77777778,20.55555556,0,,43,3,23,0.28,,,75,64,69,0,,,,,,,,,,,,
12701,1943-3-24,0,,26.11111111,15.55555556,21.11111111,0,,43,3,24,0,,,79,60,70,0,,,,,,,,,,,,
12701,1943-3-25,0,,26.66666667,15.55555556,21.11111111,0,,43,3,25,0,,,80,60,70,0,,,,,,,,,,,,
12701,1943-3-26,0,,28.88888889,18.33333333,23.33333333,0,,43,3,26,0,,,84,65,74,0,,,,,,,,,,,,
12701,1943-3-27,5.08,,28.88888889,19.44444444,24.44444444,0,,43,3,27,0.2,,,84,67,76,0,,,,,,,,,,,,
12701,1943-3-28,15.494,,23.33333333,19.44444444,22.22222222,0,,43,3,28,0.61,,,74,67,72,0,,,,,,,,,,,,
12701,1943-3-29,0,,27.22222222,18.33333333,22.77777778,0,,43,3,29,0,,,81,65,73,0,,,,,,,,,,,,
12701,1943-3-30,5.08,,26.66666667,18.33333333,22.22222222,0,,43,3,30,0.2,,,80,65,72,0,,,,,,,,,,,,
12701,1943-3-31,23.622,,21.11111111,18.33333333,19.44444444,0,,43,3,31,0.93,,,70,65,67,0,,,,,,,,,,,,
12701,1943-4-1,0.254,,28.88888889,16.11111111,22.22222222,0,,43,4,1,0.01,,,84,61,72,0,,,,,,,,,,,,
12701,1943-4-2,4.064,,30,18.33333333,24.44444444,0,,43,4,2,0.16,,,86,65,76,0,,,,,,,,,,,,
12701,1943-4-3,6.604,,23.33333333,18.88888889,21.11111111,0,,43,4,3,0.26,,,74,66,70,0,,,,,,,,,,,,
12701,1943-4-4,0,,26.11111111,18.33333333,22.22222222,0,,43,4,4,0,,,79,65,72,0,,,,,,,,,,,,
12701,1943-4-5,0,,24.44444444,18.88888889,21.66666667,0,,43,4,5,0,,,76,66,71,0,,,,,,,,,,,,
12701,1943-4-6,0,,27.22222222,18.33333333,22.77777778,0,,43,4,6,0,,,81,65,73,0,,,,,,,,,,,,
12701,1943-4-7,0,,28.33333333,17.77777778,23.33333333,0,,43,4,7,0,,,83,64,74,0,,,,,,,,,,,,
12701,1943-4-8,6.096,,29.44444444,18.33333333,23.88888889,0,,43,4,8,0.24,,,85,65,75,0,,,,,,,,,,,,
12701,1943-4-9,34.798,,31.66666667,19.44444444,25.55555556,0,,43,4,9,1.37,,,89,67,78,0,,,,,,,,,,,,
12701,1943-4-10,T,,32.22222222,18.88888889,25.55555556,0,,43,4,10,T,,,90,66,78,0,,,,,,,,,,,,
12701,1943-4-11,0,,32.77777778,20.55555556,26.66666667,0,,43,4,11,0,,,91,69,80,0,,,,,,,,,,,,
12701,1943-4-12,0,,33.33333333,17.22222222,25.55555556,0,,43,4,12,0,,,92,63,78,0,,,,,,,,,,,,
12701,1943-4-13,0,,33.33333333,17.77777778,25.55555556,0,,43,4,13,0,,,92,64,78,0,,,,,,,,,,,,
12701,1943-4-14,T,,34.44444444,21.11111111,27.77777778,0,,43,4,14,T,,,94,70,82,0,,,,,,,,,,,,
12701,1943-4-15,0,,32.22222222,22.22222222,27.22222222,0,,43,4,15,0,,,90,72,81,0,,,,,,,,,,,,
12701,1943-4-16,0,,28.88888889,21.11111111,25,0,,43,4,16,0,,,84,70,77,0,,,,,,,,,,,,
12701,1943-4-17,0,,31.11111111,20.55555556,25.55555556,0,,43,4,17,0,,,88,69,78,0,,,,,,,,,,,,
12701,1943-4-18,0,,32.77777778,19.44444444,26.11111111,0,,43,4,18,0,,,91,67,79,0,,,,,,,,,,,,
12701,1943-4-19,0,,33.33333333,20.55555556,26.66666667,0,,43,4,19,0,,,92,69,80,0,,,,,,,,,,,,
12701,1943-4-20,0,,33.33333333,21.66666667,27.77777778,0,,43,4,20,0,,,92,71,82,0,,,,,,,,,,,,
12701,1943-4-21,T,,32.22222222,20.55555556,26.66666667,0,,43,4,21,T,,,90,69,80,0,,,,,,,,,,,,
12701,1943-4-22,6.096,,32.77777778,21.11111111,26.66666667,0,,43,4,22,0.24,,,91,70,80,0,,,,,,,,,,,,
12701,1943-4-23,15.494,,32.22222222,20.55555556,26.66666667,0,,43,4,23,0.61,,,90,69,80,0,,,,,,,,,,,,
12701,1943-4-24,7.62,,29.44444444,19.44444444,24.44444444,0,,43,4,24,0.3,,,85,67,76,0,,,,,,,,,,,,
12701,1943-4-25,34.29,,31.66666667,19.44444444,25.55555556,0,,43,4,25,1.35,,,89,67,78,0,,,,,,,,,,,,
12701,1943-4-26,0,,31.11111111,17.77777778,24.44444444,0,,43,4,26,0,,,88,64,76,0,,,,,,,,,,,,
12701,1943-4-27,0,,32.22222222,19.44444444,25.55555556,0,,43,4,27,0,,,90,67,78,0,,,,,,,,,,,,
12701,1943-4-28,0,,32.22222222,21.11111111,26.66666667,0,,43,4,28,0,,,90,70,80,0,,,,,,,,,,,,
12701,1943-4-29,0,,30,20.55555556,25.55555556,0,,43,4,29,0,,,86,69,78,0,,,,,,,,,,,,
12701,1943-4-30,24.13,,27.22222222,18.88888889,23.33333333,0,,43,4,30,0.95,,,81,66,74,0,,,,,,,,,,,,
12701,1943-5-1,0,,30,20.55555556,25.55555556,0,,43,5,1,0,,,86,69,78,0,,,,,,,,,,,,
12701,1943-5-2,0,,30.55555556,18.33333333,24.44444444,0,,43,5,2,0,,,87,65,76,0,,,,,,,,,,,,
12701,1943-5-3,0,,31.11111111,18.88888889,25,0,,43,5,3,0,,,88,66,77,0,,,,,,,,,,,,
12701,1943-5-4,0,,31.66666667,21.11111111,26.66666667,0,,43,5,4,0,,,89,70,80,0,,,,,,,,,,,,
12701,1943-5-5,0,,30,19.44444444,24.44444444,0,,43,5,5,0,,,86,67,76,0,,,,,,,,,,,,
12701,1943-5-6,0,,30.55555556,18.88888889,24.44444444,0,,43,5,6,0,,,87,66,76,0,,,,,,,,,,,,
12701,1943-5-7,T,,31.66666667,21.11111111,26.66666667,0,,43,5,7,T,,,89,70,80,0,,,,,,,,,,,,
12701,1943-5-8,0,,32.77777778,21.66666667,27.22222222,0,,43,5,8,0,,,91,71,81,0,,,,,,,,,,,,
12701,1943-5-9,0,,32.22222222,22.22222222,27.22222222,0,,43,5,9,0,,,90,72,81,0,,,,,,,,,,,,
12701,1943-5-10,0,,32.77777778,21.66666667,27.22222222,0,,43,5,10,0,,,91,71,81,0,,,,,,,,,,,,
12701,1943-5-11,0.762,,32.77777778,20.55555556,26.66666667,0,,43,5,11,0.03,,,91,69,80,0,,,,,,,,,,,,
12701,1943-5-12,T,,32.22222222,19.44444444,25.55555556,0,,43,5,12,T,,,90,67,78,0,,,,,,,,,,,,
12701,1943-5-13,0,,33.33333333,19.44444444,26.66666667,0,,43,5,13,0,,,92,67,80,0,,,,,,,,,,,,
12701,1943-5-14,0,,33.33333333,18.88888889,26.11111111,0,,43,5,14,0,,,92,66,79,0,,,,,,,,,,,,
12701,1943-5-15,0,,31.66666667,20,25.55555556,0,,43,5,15,0,,,89,68,78,0,,,,,,,,,,,,
12701,1943-5-16,0,,31.11111111,18.88888889,25,0,,43,5,16,0,,,88,66,77,0,,,,,,,,,,,,
12701,1943-5-17,5.842,,32.77777778,18.33333333,25.55555556,0,,43,5,17,0.23,,,91,65,78,0,,,,,,,,,,,,
12701,1943-5-18,11.684,,31.11111111,20.55555556,25.55555556,0,,43,5,18,0.46,,,88,69,78,0,,,,,,,,,,,,
12701,1943-5-19,0,,28.88888889,21.11111111,25,0,,43,5,19,0,,,84,70,77,0,,,,,,,,,,,,
12701,1943-5-20,2.54,,32.22222222,22.22222222,27.22222222,0,,43,5,20,0.1,,,90,72,81,0,,,,,,,,,,,,
12701,1943-5-21,3.556,,32.22222222,21.66666667,26.66666667,0,,43,5,21,0.14,,,90,71,80,0,,,,,,,,,,,,
12701,1943-5-22,1.778,,32.22222222,21.66666667,26.66666667,0,,43,5,22,0.07,,,90,71,80,0,,,,,,,,,,,,
12701,1943-5-23,12.954,,33.33333333,21.66666667,27.77777778,0,,43,5,23,0.51,,,92,71,82,0,,,,,,,,,,,,
12701,1943-5-24,20.574,,31.11111111,19.44444444,25.55555556,0,,43,5,24,0.81,,,88,67,78,0,,,,,,,,,,,,
12701,1943-5-25,0,,33.33333333,20.55555556,26.66666667,0,,43,5,25,0,,,92,69,80,0,,,,,,,,,,,,
12701,1943-5-26,0,,32.77777778,22.77777778,27.77777778,0,,43,5,26,0,,,91,73,82,0,,,,,,,,,,,,
12701,1943-5-27,0,,33.33333333,22.77777778,27.77777778,0,,43,5,27,0,,,92,73,82,0,,,,,,,,,,,,
12701,1943-5-28,0,,33.33333333,21.11111111,27.22222222,0,,43,5,28,0,,,92,70,81,0,,,,,,,,,,,,
12701,1943-5-29,0,,32.77777778,21.11111111,26.66666667,0,,43,5,29,0,,,91,70,80,0,,,,,,,,,,,,
12701,1943-5-30,0,,33.33333333,20.55555556,26.66666667,0,,43,5,30,0,,,92,69,80,0,,,,,,,,,,,,
12701,1943-5-31,0,,33.33333333,21.11111111,27.22222222,0,,43,5,31,0,,,92,70,81,0,,,,,,,,,,,,
12701,1943-6-1,0,,32.77777778,21.11111111,26.66666667,0,,43,6,1,0,,,91,70,80,0,,,,,,,,,,,,
12701,1943-6-2,0,,32.77777778,21.11111111,26.66666667,0,,43,6,2,0,,,91,70,80,0,,,,,,,,,,,,
12701,1943-6-3,0,,33.33333333,20.55555556,26.66666667,0,,43,6,3,0,,,92,69,80,0,,,,,,,,,,,,
12701,1943-6-4,0,,32.77777778,22.77777778,27.77777778,0,,43,6,4,0,,,91,73,82,0,,,,,,,,,,,,
12701,1943-6-5,0,,32.77777778,21.11111111,26.66666667,0,,43,6,5,0,,,91,70,80,0,,,,,,,,,,,,
12701,1943-6-6,1.778,,30,21.66666667,25.55555556,0,1,43,6,6,0.07,,,86,71,78,0,,,,,,,1,,,,,
12701,1943-6-7,0.508,,32.77777778,21.66666667,27.22222222,0,1,43,6,7,0.02,,,91,71,81,0,,,,,,,1,,,,,
12701,1943-6-8,3.81,,32.22222222,22.22222222,27.22222222,0,1,43,6,8,0.15,,,90,72,81,0,,,,,,,1,,,,,
12701,1943-6-9,0,,32.77777778,21.11111111,26.66666667,0,,43,6,9,0,,,91,70,80,0,,,,,,,,,,,,
12701,1943-6-10,0,,33.33333333,21.66666667,27.77777778,0,,43,6,10,0,,,92,71,82,0,,,,,,,,,,,,
12701,1943-6-11,0,,33.88888889,21.66666667,27.77777778,0,,43,6,11,0,,,93,71,82,0,,,,,,,,,,,,
12701,1943-6-12,0.254,,32.77777778,20.55555556,26.66666667,0,1,43,6,12,0.01,,,91,69,80,0,,,,,,,1,,,,,
12701,1943-6-13,0,,32.77777778,20.55555556,26.66666667,0,,43,6,13,0,,,91,69,80,0,,,,,,,,,,,,
12701,1943-6-14,0,,33.33333333,21.66666667,27.77777778,0,,43,6,14,0,,,92,71,82,0,,,,,,,,,,,,
12701,1943-6-15,0,,33.33333333,21.66666667,27.77777778,0,,43,6,15,0,,,92,71,82,0,,,,,,,,,,,,
12701,1943-6-16,0,,34.44444444,21.66666667,27.77777778,0,,43,6,16,0,,,94,71,82,0,,,,,,,,,,,,
12701,1943-6-17,0,,33.33333333,22.22222222,27.77777778,0,,43,6,17,0,,,92,72,82,0,,,,,,,,,,,,
12701,1943-6-18,0.762,,33.88888889,20.55555556,27.22222222,0,1,43,6,18,0.03,,,93,69,81,0,,,,,,,1,,,,,
12701,1943-6-19,2.54,,32.22222222,20,26.11111111,0,1,43,6,19,0.1,,,90,68,79,0,,,,,,,1,,,,,
12701,1943-6-20,T,,32.22222222,21.11111111,26.66666667,0,1,43,6,20,T,,,90,70,80,0,,,,,,,1,,,,,
12701,1943-6-21,0.254,,34.44444444,22.22222222,28.33333333,0,1,43,6,21,0.01,,,94,72,83,0,,,,,,,1,,,,,
12701,1943-6-22,2.286,,32.77777778,21.11111111,26.66666667,0,1,43,6,22,0.09,,,91,70,80,0,,,,,,,1,,,,,
12701,1943-6-23,3.556,,31.11111111,21.66666667,26.66666667,0,1,43,6,23,0.14,,,88,71,80,0,,,,,,,1,,,,,
12701,1943-6-24,2.794,,30,20.55555556,25.55555556,0,1,43,6,24,0.11,,,86,69,78,0,,,,,,,1,,,,,
12701,1943-6-25,0,,32.77777778,22.22222222,27.77777778,0,,43,6,25,0,,,91,72,82,0,,,,,,,,,,,,
12701,1943-6-26,0,,33.88888889,22.22222222,27.77777778,0,,43,6,26,0,,,93,72,82,0,,,,,,,,,,,,
12701,1943-6-27,0.508,,31.66666667,22.77777778,27.22222222,0,1,43,6,27,0.02,,,89,73,81,0,,,,,,,1,,,,,
12701,1943-6-28,0,,32.77777778,21.66666667,27.22222222,0,,43,6,28,0,,,91,71,81,0,,,,,,,,,,,,
12701,1943-6-29,0,,34.44444444,21.11111111,27.77777778,0,,43,6,29,0,,,94,70,82,0,,,,,,,,,,,,
12701,1943-6-30,8.382,,34.44444444,22.77777778,28.88888889,0,1,43,6,30,0.33,,,94,73,84,0,,,,,,,1,,,,,
12701,1943-7-1,0,,32.77777778,23.33333333,27.77777778,0,,43,7,1,0,,,91,74,82,0,,,,,,,,,,,,
12701,1943-7-2,0,,32.22222222,22.77777778,27.77777778,0,,43,7,2,0,,,90,73,82,0,,,,,,,,,,,,
12701,1943-7-3,0,,32.77777778,20.55555556,26.66666667,0,,43,7,3,0,,,91,69,80,0,,,,,,,,,,,,
12701,1943-7-4,0,,32.77777778,18.88888889,25.55555556,0,,43,7,4,0,,,91,66,78,0,,,,,,,,,,,,
12701,1943-7-5,1.27,,34.44444444,20,27.22222222,0,,43,7,5,0.05,,,94,68,81,0,,,,,,,,,,,,
12701,1943-7-6,T,,32.22222222,20.55555556,26.66666667,0,,43,7,6,T,,,90,69,80,0,,,,,,,,,,,,
12701,1943-7-7,0.254,,33.33333333,22.22222222,27.77777778,0,,43,7,7,0.01,,,92,72,82,0,,,,,,,,,,,,
12701,1943-7-8,5.842,,31.66666667,20.55555556,26.11111111,0,,43,7,8,0.23,,,89,69,79,0,,,,,,,,,,,,
12701,1943-7-9,0,,32.22222222,20,26.11111111,0,,43,7,9,0,,,90,68,79,0,,,,,,,,,,,,
12701,1943-7-10,0.762,,31.11111111,21.11111111,26.11111111,0,,43,7,10,0.03,,,88,70,79,0,,,,,,,,,,,,
12701,1943-7-11,0,,35,21.11111111,27.77777778,0,,43,7,11,0,,,95,70,82,0,,,,,,,,,,,,
12701,1943-7-12,0,,33.88888889,22.77777778,28.33333333,0,,43,7,12,0,,,93,73,83,0,,,,,,,,,,,,
12701,1943-7-13,0,,34.44444444,22.22222222,28.33333333,0,,43,7,13,0,,,94,72,83,0,,,,,,,,,,,,
12701,1943-7-14,0,,33.88888889,21.66666667,27.77777778,0,,43,7,14,0,,,93,71,82,0,,,,,,,,,,,,
12701,1943-7-15,0.762,,33.88888889,22.22222222,27.77777778,0,,43,7,15,0.03,,,93,72,82,0,,,,,,,,,,,,
12701,1943-7-16,0,,36.11111111,21.66666667,28.88888889,0,,43,7,16,0,,,97,71,84,0,,,,,,,,,,,,
12701,1943-7-17,T,,33.88888889,21.11111111,27.77777778,0,,43,7,17,T,,,93,70,82,0,,,,,,,,,,,,
12701,1943-7-18,0,,35,23.33333333,28.88888889,0,,43,7,18,0,,,95,74,84,0,,,,,,,,,,,,
12701,1943-7-19,5.842,,35,20.55555556,27.77777778,0,,43,7,19,0.23,,,95,69,82,0,,,,,,,,,,,,
12701,1943-7-20,0,,35,20.55555556,27.77777778,0,,43,7,20,0,,,95,69,82,0,,,,,,,,,,,,
12701,1943-7-21,0,,35,21.11111111,27.77777778,0,,43,7,21,0,,,95,70,82,0,,,,,,,,,,,,
12701,1943-7-22,0,,35.55555556,22.22222222,28.88888889,0,,43,7,22,0,,,96,72,84,0,,,,,,,,,,,,
12701,1943-7-23,5.08,,35,21.11111111,27.77777778,0,,43,7,23,0.2,,,95,70,82,0,,,,,,,,,,,,
12701,1943-7-24,0.254,,33.88888889,22.22222222,27.77777778,0,,43,7,24,0.01,,,93,72,82,0,,,,,,,,,,,,
12701,1943-7-25,T,,33.33333333,22.77777778,27.77777778,0,,43,7,25,T,,,92,73,82,0,,,,,,,,,,,,
12701,1943-7-26,10.414,,33.88888889,21.11111111,27.77777778,0,,43,7,26,0.41,,,93,70,82,0,,,,,,,,,,,,
12701,1943-7-27,1.27,,32.22222222,20,26.11111111,0,,43,7,27,0.05,,,90,68,79,0,,,,,,,,,,,,
12701,1943-7-28,0,,32.77777778,22.22222222,27.77777778,0,,43,7,28,0,,,91,72,82,0,,,,,,,,,,,,
12701,1943-7-29,T,,33.33333333,22.22222222,27.77777778,0,,43,7,29,T,,,92,72,82,0,,,,,,,,,,,,
12701,1943-7-30,17.018,,33.88888889,22.22222222,27.77777778,0,,43,7,30,0.67,,,93,72,82,0,,,,,,,,,,,,
12701,1943-7-31,0,,33.33333333,21.11111111,27.22222222,0,,43,7,31,0,,,92,70,81,0,,,,,,,,,,,,
12701,1943-8-1,0,,33.88888889,22.22222222,27.77777778,0,,43,8,1,0,,,93,72,82,0,,,,,,,,,,,,
12701,1943-8-2,13.208,,34.44444444,22.22222222,28.33333333,0,,43,8,2,0.52,,,94,72,83,0,,,,,,,,,,,,
12701,1943-8-3,4.572,,33.88888889,22.22222222,27.77777778,0,1,43,8,3,0.18,,,93,72,82,0,,,,,,,1,,,,,
12701,1943-8-4,0,,33.88888889,22.22222222,27.77777778,0,,43,8,4,0,,,93,72,82,0,,,,,,,,,,,,
12701,1943-8-5,0,,33.33333333,22.22222222,27.77777778,0,,43,8,5,0,,,92,72,82,0,,,,,,,,,,,,
12701,1943-8-6,3.81,,28.88888889,23.33333333,26.11111111,0,,43,8,6,0.15,,,84,74,79,0,,,,,,,,,,,,
12701,1943-8-7,5.334,,32.22222222,21.66666667,26.66666667,0,,43,8,7,0.21,,,90,71,80,0,,,,,,,,,,,,
12701,1943-8-8,12.954,,32.22222222,20.55555556,26.66666667,0,,43,8,8,0.51,,,90,69,80,0,,,,,,,,,,,,
12701,1943-8-9,8.128,,31.66666667,20.55555556,26.11111111,0,1,43,8,9,0.32,,,89,69,79,0,,,,,,,1,,,,,
12701,1943-8-10,T,,33.33333333,21.66666667,27.77777778,0,1,43,8,10,T,,,92,71,82,0,,,,,,,1,,,,,
12701,1943-8-11,0,,33.88888889,22.22222222,27.77777778,0,,43,8,11,0,,,93,72,82,0,,,,,,,,,,,,
12701,1943-8-12,0,,33.88888889,22.22222222,27.77777778,0,,43,8,12,0,,,93,72,82,0,,,,,,,,,,,,
12701,1943-8-13,0,,34.44444444,23.33333333,28.88888889,0,,43,8,13,0,,,94,74,84,0,,,,,,,,,,,,
12701,1943-8-14,0,,34.44444444,21.66666667,27.77777778,0,,43,8,14,0,,,94,71,82,0,,,,,,,,,,,,
12701,1943-8-15,2.54,,35,21.66666667,28.33333333,0,1,43,8,15,0.1,,,95,71,83,0,,,,,,,1,,,,,
12701,1943-8-16,0,,33.33333333,21.66666667,27.77777778,0,,43,8,16,0,,,92,71,82,0,,,,,,,,,,,,
12701,1943-8-17,0,,35,21.66666667,28.33333333,0,,43,8,17,0,,,95,71,83,0,,,,,,,,,,,,
12701,1943-8-18,0,,35.55555556,22.77777778,28.88888889,0,,43,8,18,0,,,96,73,84,0,,,,,,,,,,,,
12701,1943-8-19,73.66,,36.11111111,22.22222222,28.88888889,0,,43,8,19,2.9,,,97,72,84,0,,,,,,,,,,,,
12701,1943-8-20,7.874,,30.55555556,22.22222222,26.66666667,0,,43,8,20,0.31,,,87,72,80,0,,,,,,,,,,,,
12701,1943-8-21,1.016,,33.33333333,22.22222222,27.77777778,0,,43,8,21,0.04,,,92,72,82,0,,,,,,,,,,,,
12701,1943-8-22,32.004,,33.88888889,21.11111111,27.77777778,0,,43,8,22,1.26,,,93,70,82,0,,,,,,,,,,,,
12701,1943-8-23,5.08,,33.33333333,22.22222222,27.77777778,0,,43,8,23,0.2,,,92,72,82,0,,,,,,,,,,,,
12701,1943-8-24,0,,32.77777778,22.22222222,27.77777778,0,,43,8,24,0,,,91,72,82,0,,,,,,,,,,,,
12701,1943-8-25,0,,33.88888889,23.33333333,28.88888889,0,,43,8,25,0,,,93,74,84,0,,,,,,,,,,,,
12701,1943-8-26,0,,34.44444444,23.33333333,28.88888889,0,,43,8,26,0,,,94,74,84,0,,,,,,,,,,,,
12701,1943-8-27,0.254,,34.44444444,23.33333333,28.88888889,0,1,43,8,27,0.01,,,94,74,84,0,,,,,,,1,,,,,
12701,1943-8-28,0,,32.77777778,22.22222222,27.77777778,0,,43,8,28,0,,,91,72,82,0,,,,,,,,,,,,
12701,1943-8-29,0,,34.44444444,23.33333333,28.88888889,0,,43,8,29,0,,,94,74,84,0,,,,,,,,,,,,
12701,1943-8-30,T,,33.33333333,23.33333333,28.33333333,0,1,43,8,30,T,,,92,74,83,0,,,,,,,1,,,,,
12701,1943-8-31,0,,33.33333333,23.33333333,28.33333333,0,,43,8,31,0,,,92,74,83,0,,,,,,,,,,,,
