book	id	star	time	likenum	body
拆掉思维里的墙	moxibest	allstar30	2013-07-20	0	太理想化了，偏向打鸡血的成功学。不过有的思路还是非常值得学习的。
拆掉思维里的墙	fengzihang	allstar40	2013-08-11	0	一看插图就知道和新东方有关系——这系列的书的插图都丑得无法直视
拆掉思维里的墙	55664026	none	2013-05-28	0	还不错的书，是去年看的，还认真做了读书笔记
拆掉思维里的墙	nattier	allstar50	2014-01-26	0	一口气一天内看完，边看边触动自己去思考，在春节前这样一个可以停下来思考下之后的一年、三年甚至5年的自己的时候，这本书倒是正合适
拆掉思维里的墙	Winnie_Xiong	allstar40	2013-05-17	0	刚开始觉得难看，观点偏激，慢慢的觉得有点意思，是不是一本书可以带给你一个启发，就算是成功了？
拆掉思维里的墙	ywdr	allstar40	2013-04-21	0	记得好像削姐向我推荐过 还不错～
拆掉思维里的墙	lynnyuchen	allstar50	2013-06-18	0	转换思维
拆掉思维里的墙	kiki625	none	2013-05-12	0	【情商管理】可以看看斜体字的事例部分，不过还是延续了新东方煽情的风格。
拆掉思维里的墙	68421851	allstar30	2013-03-14	0	房子那里还挺好的。
拆掉思维里的墙	56555898	allstar40	2014-10-03	0	虽然百分之五十的内容是泛泛而谈，缺乏深刻理解，有一定成分的想当然甚至是错的看法。但是，另外一半却极具启发性。是从来也没想过的事情。印象最深的一句话：成功和幸福取决于你距离目标速度有多快，而不是你在哪。
拆掉思维里的墙	62533620	allstar50	2013-04-04	0	精辟
拆掉思维里的墙	lan-pangpang	allstar20	2013-04-16	0	其实我现在是最需要正能量的时候，可问题是这些鸡血注射进去也没有效果啊。
拆掉思维里的墙	helgarose	allstar50	2013-04-10	0	值得一看。
明朝那些事儿（陆）	xryutu	allstar30	2013-12-06	56	全书最怪异之处是无一字提及李贽
明朝那些事儿（陆）	shapesofdreams	allstar50	2012-09-11	22	这大晚上睡不着觉的真是要命，还差几章，结果越看越亢奋。六君子之狱居然看的嚎啕大哭，杨涟太英雄了！
明朝那些事儿（陆）	Zuikaku	allstar30	2011-11-24	4	写历史到最后沦为写人，这个实在是......
明朝那些事儿（陆）	2906141	allstar30	2009-05-21	3	历史是没有立场的，而你选择站在了其中一边
明朝那些事儿（陆）	ThinkingCat	allstar50	2011-10-04	1	魏公公真乃宦官制度下登峰造极的极品。
明朝那些事儿（陆）	3438507	allstar30	2010-06-08	1	不晓得是当年明月出名了还是换出版社的原因了，觉得这本真是难看之极。很多话明明都是一个意思，非要掰开来，用不同的词语重复着重复着再重复着，而当年明月一直为人称道的现代化的叙述幽默在这一本书里看起来，至少是我觉得，怎么这么扎眼，这么做作，这么非要来一场幽默的感觉。我基本上是快翻着看完的。感觉和第二本的的阅读感相差的简直不是几个档次。
明朝那些事儿（陆）	banbeizi	none	2012-09-25	0	重读，2012.10
明朝那些事儿（陆）	icehawk	allstar50	2009-05-02	1	东林党成了新锐特点……
明朝那些事儿（陆）	sophiagracewei	allstar30	2012-06-08	0	江山代有人才出。很多人，也许他们的姓名不曾广为流传，但是他们在历史上曾有过举足轻重的作用。——Of course，“人才”的另一面是“奸才”。中国的文化讲究一种对称的格局，阴阳相伴。有人才必有奸才，历史的舞台上又岂会冷落了这些让人痛恨的奸才？
明朝那些事儿（陆）	qiaobaxian	allstar30	2015-03-09	0	东林党、魏忠贤、袁崇焕。
明朝那些事儿（陆）	4476134	allstar40	2014-01-21	1	从第一本看到倒数第二本，虽然是几百年前的历史，但明朝的衰败还是很让人惋惜。东林党人最后的骨气也震撼到了我。
明朝那些事儿（陆）	1345666	allstar50	2015-04-30	2	杨涟、袁崇焕、孙承宗，六君子、七君子，太多值得记住的名字。在东林党的读书人身上，看到落后，也看到先进。
明朝那些事儿（陆）	3965296	allstar50	2016-05-23	2	杨涟赴死那段看哭了！六君子，七君子，五人墓碑记，真正的英雄，妖孽魏忠贤横行，东林党覆灭，袁崇焕出场，这段乱七八糟的历史总算是弄清楚了！
明朝那些事儿（陆）	Yak	allstar30	2014-07-06	1	越来越啰嗦
明朝那些事儿（陆）	balthazaa	allstar50	2013-10-19	0	前六本写的最好看的一本，第七本还没看
明朝那些事儿（陆）	cindy.zheng	allstar50	2010-03-27	0	魏忠贤登场，但却没有十分坏的好人登场，衰败从此开始。呵呵，关键时候，不要低估女人的作用。。。这本内容还是比较沉重的。十分好的好人都死的很干净。
明朝那些事儿（陆）	Princewhiteme	allstar50	2015-05-15	0	很多坚持道的人。。。看的热泪盈眶
明朝那些事儿（陆）	DonnaT	allstar40	2010-02-24	1	不喜欢袁崇焕。这个人有争议。东林党真是把中国文人最骨子里的社团概念表现得透透的。
明朝那些事儿（陆）	xiaoqinssky	allstar40	2016-03-09	0	第一次看这种口语化的历史，而且理得很清晰
明朝那些事儿（陆）	2481399	none	2012-01-27	0	放假后一直没看，这吃饱了喝足了接着开始啦。还剩最后一本喽
明朝那些事儿（陆）	myordinary	allstar50	2016-05-12	2	乱世出英雄，为书呆子们的信仰而叫好！
明朝那些事儿（陆）	jessiewang1119	allstar50	2014-05-10	1	读到杨涟左光斗入狱那段，耳边是Vitali的夏康舞曲，看《明那》第一次看哭了。
明朝那些事儿（陆）	mayday_anne	allstar50	2009-10-09	0	最吸引人的一本。
明朝那些事儿（陆）	suola6200	allstar50	2010-07-07	0	快接近尾声了， 明朝也快灭亡了，看到这个时候觉得有点伤感，希望大清不要打败明朝，希望历史改写，但那是不可能的
明朝那些事儿（陆）	48645578	allstar40	2016-01-16	0	这本一直在打。。。
明朝那些事儿（陆）	SamSun23	allstar50	2010-07-27	0	实在是精彩，现在在想看完了怎么办...
明朝那些事儿（陆）	xiaoxinmaidou	allstar40	2012-07-19	0	第六部的人物最多，情节永远是国家无大事皇帝不出面，各种党派争权夺利。一幅活生生的长江后浪推前浪，前浪死在沙滩上，依此循环往复。
明朝那些事儿（陆）	wuyijun	allstar50	2011-11-27	0	明朝 言官 太监 worship
明朝那些事儿（陆）	askmyself	none	2009-03-28	0	明后无汉矣
明朝那些事儿（陆）	duoran_	allstar50	2012-02-04	0	育人时应当"取其精华,去其糟粕",我相反认为中国的语文教育是个悲剧。咱能不成天拿儒家学说,孔子说事么,不是说不说,而不是全依仗他?咱能不拿文学常识说事么,值得敬赏的是中国文人的脊梁,诗人的骨气,而不是语文书页底部, "字XX,祖籍XX"的脚注。戚继光,于谦,杨涟,他们是中国民族鲜活跳动的血滴。
明朝那些事儿（陆）	MatinetHP	allstar50	2012-02-13	0	读了半天，才发现这样的历史其实是政治
明朝那些事儿（陆）	2553406	allstar50	2011-06-07	0	曾有一人，不求钱财，不求富贵，不求青史留名，有概然雄浑之气，万刃加身不改之志。杨涟，千年之下，终究不朽。
明朝那些事儿（陆）	whokowns	allstar50	2014-08-28	0	魏忠贤真的是千古奸贼，活该遗臭万年！同时，我也很同情东林党人，虽然他们也很会搞政治斗争夺取权力，但是他们一个个为官清廉，为的也是国家社稷天下苍生。东林党人如此地有气节，宁死不屈，不畏奸邪小人，千古留名！
明朝那些事儿（陆）	xiaolouonenight	allstar40	2013-06-06	0	这本比第五本有进步，当然乱世出豪杰，打仗总是会比较精彩，纵观明史，最坏的那位非魏公公莫属了~~
明朝那些事儿（陆）	kfcmoon	allstar30	2009-08-07	0	历史并非可以写得很好看，而是值得去看。比起一辈子没有走出宫门的皇帝来说，我们或许更幸运。
明朝那些事儿（陆）	Anloze	allstar40	2011-07-15	0	越写越没条理性
明朝那些事儿（陆）	wenroudefeng	allstar40	2011-03-07	0	明朝---一朵奇葩
明朝那些事儿（陆）	jannekui	allstar50	2012-02-25	0	杨涟，千古万世，独一人耳。
明朝那些事儿（陆）	atropine	allstar50	2009-01-04	0	还是很有料，很精彩。当当所谓的签名版怀疑是印敲的。
明朝那些事儿（陆）	yuxiaomiao	allstar40	2009-06-26	0	被人们误解的万历
明朝那些事儿（陆）	lvhai	allstar40	2011-06-17	0	记住了孙承宗。不喜欢书里的袁崇焕。
明朝那些事儿（陆）	3785414	allstar40	2009-03-11	0	参见1
明朝那些事儿（陆）	xiamigeng	allstar50	2008-12-21	0	杨涟
明朝那些事儿（陆）	Uranus_Qiang	allstar40	2015-06-24	0	大明江山气数快尽了...古代的朝臣时间真多啊 动辄被冷落个上十年又重返朝堂的 官场如战场 都是古来征战几人回 即使权倾天下也不代表能在退休后落得个好下场
明朝那些事儿（陆）	kingoftheworld	allstar30	2016-01-24	0	狭隘的史观，好像没有李成梁没有满洲人近代中国几百年的历史就会改写一样。
明朝那些事儿（陆）	woody-right	none	2010-06-09	0	今生还能从图书馆借到这本书……神迹啊……
明朝那些事儿（陆）	fly11	allstar50	2013-03-13	0	死与内乱
明朝那些事儿（陆）	nowstill	none	2013-08-17	0	木匠师傅 九千岁
明朝那些事儿（陆）	aquazy	allstar50	2009-01-10	0	东林 清流
明朝那些事儿（陆）	flyingsun	allstar50	2009-01-01	0	历史总是不停的重演
明朝那些事儿（陆）	3677597	allstar50	2012-12-10	0	有趣，精彩
明朝那些事儿（陆）	bullshitforever	allstar40	2014-02-19	0	除个别人死的时候歌功颂德得跟写诗似的，基本上算是话痨痊愈了。
明朝那些事儿（陆）	2664343	allstar40	2012-05-04	0	（借阅）1、杨涟 左光斗 魏大中 袁化中 周朝瑞 顾大章“六君子之狱”。 2、弱者和强者之间唯一的差别，只在信念是否坚定。
明朝那些事儿（陆）	Cradle	allstar50	2017-08-31	0	这一本看哭我了。最后几章讲到魏忠贤开始无法无天，战胜、诬陷东林党，并惨无人道地折磨致死东林党人杨涟、左光斗、汪文言等人。虽然那个时候对杨涟你们来说是黑暗绝望的，但是历史证明，你们最终还是会获胜，你们的名字会一直在历史上闪耀，而魏忠贤，将永远被人唾骂！
明朝那些事儿（陆）	cathy2011	allstar40	2011-10-17	0	群魔乱舞的感觉。。
明朝那些事儿（陆）	tiramisu0714	allstar50	2012-01-08	0	一读还是上瘾，非得读完
明朝那些事儿（陆）	dinge	none	2014-12-03	0	印象最深的其实是《五人墓碑记》，中学时是收录于课本上的必背文言文。当时觉得好痛苦要背这么多古文。现在了解了背后的历史，心痛不已，再回头，竟然无需监督考试就将其中经典句背了下来。“…缙绅而能不易其志者，四海之大，有几人欤？而五人生于编伍之间，素不闻诗书之训，激昂大义，蹈死不顾…死生之大，匹夫之有重于社稷也。”
明朝那些事儿（陆）	Ariesyuki	allstar40	2016-05-02	1	俗话说“将熊熊一窝”，可明朝的熊皇帝们反而衬托得各路名臣猛将的戏份更加耀眼。前文说朱元璋的言官制度为后世皇帝留下隐患，可也正是这样的制度一次次挽救了这个朝代。所谓礼贤下士广开言路之类主观因素太强，什么都没有“制度”来得实在。
明朝那些事儿（陆）	3155712	allstar40	2011-09-05	0	快到崇祯了，不知道会写南明不，那是我最张看的一段。
明朝那些事儿（陆）	violettedit	allstar50	2011-05-07	0	万历这小伙挺忙的哈
明朝那些事儿（陆）	liutanluyu	allstar40	2012-09-26	0	终于，我晃晃悠悠的，第三次来到了这套书的最后一本。三大案，东林党，阉党，后金战争。作者的笔速明显加快，读得也略显浮躁。读到现在，发现这套书最精彩的地方是精彩的情节和语言，但对于很多理论和现象，阐述的依旧不够深，不论从民生描写还是思想上，有点浅。
明朝那些事儿（陆）	chillyjc	allstar40	2013-07-23	0	感觉似乎没有开头几本客观了，有的评论略八卦气息……这么多本要是能有一条明晰的主线贯穿可能读起来会更清晰些。虽然如此，看到东林党对抗魏忠贤的阉党的事迹，看到六君子、七君子、苏州五人无惧于东厂和锦衣卫惨无人道的折磨和淫威，视死如归，还是不由得大哭……气节和正义还是能战胜邪恶的，虽然需要时间，但是值得等待！
明朝那些事儿（陆）	tumengying	allstar40	2014-09-16	0	大逆转的沉淀期
明朝那些事儿（陆）	48934074	allstar40	2015-08-09	0	崇祯  袁崇焕
明朝那些事儿（陆）	neuxxm	allstar50	2012-09-02	0	http://book.douban.com/review/5569701/
明朝那些事儿（陆）	3651696	allstar40	2013-10-19	0	Oct.18 2013. 越往后读，越喜欢当年明月讲历史的态度。他的文字里有一种超脱却又悲天悯人的气息。他是在以人，而不是身份，来看待那个世界。
明朝那些事儿（陆）	luozixi3	allstar30	2012-10-15	0	又是斗。。。。浙党、东林党；妖书、扎小人。。。。。何必啊
明朝那些事儿（陆）	bluefall	allstar40	2013-08-18	0	其实很奇怪，其实不奇怪。各党派之争，苦了上头，害了下头，最后 也完了自己。一句话，出来混，终究要还的。
明朝那些事儿（陆）	luoluodawang	allstar30	2011-06-25	0	一个调子看久了，有点看腻这套把戏了~
明朝那些事儿（陆）	lvyachi	none	2013-05-20	0	到第六本的时候，海关出版社着急了，嘿，咱出的书得咱自己出版呐，肥水不流外人田啊
明朝那些事儿（陆）	yulingshenyue	allstar50	2012-05-12	0	佩服作者的实地考察。。。
明朝那些事儿（陆）	codezjl1103	allstar40	2015-10-06	0	天下被两个文盲统一的时代。
明朝那些事儿（陆）	liyan1989	allstar40	2011-02-11	0	讲故事不错，但是这作者说话就那个口气，翻来覆去的有点装逼。
明朝那些事儿（陆）	skyaim	allstar50	2011-06-09	0	明朝是毁于万历的并不是崇祯
明朝那些事儿（陆）	bookas	allstar40	2012-09-06	0	明朝最黑暗的时段，魏忠贤
明朝那些事儿（陆）	shizuna_gyy	allstar50	2011-02-22	0	看到的是无数向现实屈服的人以及亘古不变的“成王败寇”；可是如果是为了实现自己无公害的理想，暂时的屈服是完全可行且有必要的
明朝那些事儿（陆）	liu_yang	allstar50	2011-12-25	0	许多你曾无比熟悉的人，其实十分陌生；许多你曾无比坚信的事实，其实十分虚伪，然而不管什么时候，信念都是最可怕的东西...想要不被抛弃，首先自己不能放弃自己~
明朝那些事儿（陆）	langelala	allstar50	2013-07-03	0	王朝即将更替。殉道者的光芒历千年而不灭。
明朝那些事儿（陆）	3443559	allstar40	2011-04-13	0	袁崇焕 孙承宗  杨涟 汪文言
明朝那些事儿（陆）	jeffersontang	allstar40	2013-04-26	0	日暮西山，暗云涌动
明朝那些事儿（陆）	2238984	allstar50	2011-12-07	0	越看到后面越悲凉
明朝那些事儿（陆）	yhbx	allstar40	2011-08-23	0	在火车上看得在那儿哭
明朝那些事儿（陆）	Slyvie	allstar40	2012-09-13	0	宫廷内斗没意思，结尾处东林党六君子殉道看得我内牛满面。昏君不问政事，阉党苟合皇帝乳母，迫害东林党，把持朝政，辽东后金虎视眈眈，中原大地民不聊生，大明帝国只是在苟延残喘罢了。
明朝那些事儿（陆）	SYRR	allstar40	2011-12-23	0	读历史的无奈在于。明明知道结局，却只能是个旁观者。什么也做不了。
明朝那些事儿（陆）	HH1130	allstar50	2013-03-11	0	隐约中看到了现实社会的各种门派斗争的缩影。所以只要有权利的地方，就有权斗的存在。
明朝那些事儿（陆）	4217792	allstar40	2017-11-19	0	毫无意外的接着哭 书看到这真的就只剩无奈了吧 下本就要大厦倾了 就好像在看一部知道结局不太清楚过程的电视剧 无论多么无奈也都无力回天
明朝那些事儿（陆）	cecilelover	allstar50	2013-04-22	0	孙承志想到袁承志。。
明朝那些事儿（陆）	qiqi713	allstar50	2011-03-21	0	喜欢他的历史观~~~不得不承认，他把很多人写活了。而那些人物，感动了我。
明朝那些事儿（陆）	queenca	allstar40	2012-05-13	0	【13朱翊钧-14朱常洛-15朱由校】朱常洛是真的很惨啊。身为长子，可老爸不待见，书也不给读，生生成了失学儿童；立个太子，老爸犹豫了十几年。明朝“三大疑案”统统和他有关，做太子差点被个老百姓“廷击”打死；做皇帝没一个月，就被颗“红丸”弄死翘翘了；人还没凉透，自己的老婆、孩子、大臣就在那“移宫”闹得不像话。
明朝那些事儿（陆）	4099282	allstar50	2011-02-22	0	没这本书的话。估计考研 我一个人闷在家 早疯了。 经常一个人看到 笑到气喘嘘嘘
明朝那些事儿（陆）	tree_0102	allstar50	2014-06-30	0	杨涟
明朝那些事儿（陆）	jumpper	allstar50	2014-03-19	0	笑说，但不能戏说，历史，终究是历史
明朝那些事儿（陆）	alice_s_233	allstar50	2011-04-02	0	看到《五人墓碑记》时，热泪盈眶……
明朝那些事儿（陆）	zhangqingyue	allstar50	2013-06-29	0	这本写得可好了！
明朝那些事儿（陆）	1528607	allstar50	2015-06-05	0	本书可以说开创了一种新的文体，用插科打诨似的戏说笔调做颇有深度的历史普及书写，读起来欲罢不能，十分吸引人，其后大量的仿制作品足见此书的影响力之大。
明朝那些事儿（陆）	41553512	allstar40	2012-11-11	0	初中历史启蒙书。
明朝那些事儿（陆）	saintaquarius	allstar40	2013-04-07	0	大明朝终于在张居正、戚继光这一代能臣武将死后开始走下坡路。万历朝的乌烟瘴气开始流行。明朝灭亡的原因很多，党争却是被喊得最响的那个原因。 东林党的发展壮大，或许是万历皇帝有意无意之间操控而成。然而其为祸深远。总算齐浙楚三党勉强可以和东林抗衡。对于东林的评价纷纭，但是东林期间忙于夺权毫无建树却是不争的事实。党争造就了魏忠贤这个权倾一时的太监，而他又进一步推进了东林与阉党的斗争，可以说互为因果。天启一代，朝廷乱象纷纷。建州女真在白山黑水之间兴起，辽东从此成为了大明朝的绞肉机，是这个重病患者身上不断流脓的一个创伤。尽管有帝师孙承宗殚精竭虑，但是在党争背景下却也无能为力。至于袁崇焕，尽管后世史学家评论纷纭，但是辽东战事毁于他，却是不争事实。
明朝那些事儿（陆）	liao_le	allstar40	2015-11-14	0	1.毫无原则的人，是很难对付的。2. 大明开始由盛转衰。3. 百无一用是书生，空有气节不顶用。4. 人物：杨涟，汪文言，万历，孙承宗，魏忠贤，袁崇焕，东林党。
明朝那些事儿（陆）	zigamber	allstar50	2010-08-14	0	06年开始读的书，中间耽搁很久，今天终于看完。好书。她的光辉，她的荣耀，是我们每个人共同拥有的；她的阴暗，她的丑恶，是我们每个人共同承受的。我的中国。
明朝那些事儿（陆）	graypick	allstar40	2010-10-02	0	真好看
明朝那些事儿（陆）	jqcx	allstar50	2010-07-29	0	开小说述史之先河，导致大量跟风之作的出现。
明朝那些事儿（陆）	hokey	allstar50	2010-09-05	0	有一个观点特别赞同：新力量战胜旧王朝未必意味着历史意义上的进步，有时候也意味着野蛮的屠戮和倒退……这样想来，很多历史事故居然都对上号了……
明朝那些事儿（陆）	chenjieyu	allstar40	2010-07-06	0	就是作者太罗嗦了~~~~
明朝那些事儿（陆）	typhooon	allstar20	2010-11-27	0	越写越烂，这一本里唯一关注的就是袁崇焕，其他无非是些勾心斗角的龌龊纷争，随手翻翻而过。我为作者那种感慨明朝无上光辉的心态感到莫名其妙。
明朝那些事儿（陆）	2422182	allstar40	2010-06-14	0	惊心动魄
明朝那些事儿（陆）	3007031	allstar50	2010-06-25	0	万历是个混蛋
明朝那些事儿（陆）	angda	allstar40	2010-02-12	0	其实我是在网上看的，不过买了实体书给奶奶看
明朝那些事儿（陆）	guoyandao	allstar50	2010-02-12	0	经典！我们时代的金庸
明朝那些事儿（陆）	sunshineonlyme	allstar50	2010-02-23	0	第一部写朱元璋可为行云流水，酣畅淋漓的感觉。基本看书过程中都是很享受的读完。后面几部略显拖沓。
明朝那些事儿（陆）	Seele_Leib	allstar50	2010-02-25	0	拉个混蛋来读读，让他知道中国也出过书中这样的人。胜过现在一切爱国教育。
明朝那些事儿（陆）	lsabela	allstar50	2010-01-02	0	不得不说，同类的书里面只有这书能让我看了后跟打了鸡血一样T_T
明朝那些事儿（陆）	FreyaTing	allstar50	2009-12-02	0	颠覆我的人生观。
明朝那些事儿（陆）	qiusibaby	allstar40	2009-12-30	0	没想到我认真看的都是战争部分。三大案看着咋就是眼熟捏~
明朝那些事儿（陆）	fergiezheng	allstar30	2010-01-27	0	挺逗儿的，适合消遣
明朝那些事儿（陆）	3996368	allstar50	2010-08-02	0	如果我初中就看了这本书，现在历史肯定不会这么差。我太喜欢这本书了，简直就是我的历史启蒙
明朝那些事儿（陆）	WX0822	none	2009-11-28	0	朱由校、朱由检；看头疼了，后面没太大兴趣了
明朝那些事儿（陆）	findingout	allstar40	2010-05-27	0	ebook
明朝那些事儿（陆）	bogjebote	allstar50	2009-12-31	0	万历歇了，但是明朝没有歇。奸也好，忠也罢，大明在危机四伏中继续折腾了下去。
明朝那些事儿（陆）	keelapro	allstar30	2009-08-24	0	戏说类历史
明朝那些事儿（陆）	jjli	allstar50	2009-09-30	0	杨涟！！！
明朝那些事儿（陆）	chensijia	allstar30	2009-11-12	0	这本个人感情太多了……时间可以证明邪不胜正，可那又如何，此时的明朝已经危机重重了……妥协才是政治的最高境界。
明朝那些事儿（陆）	4538642	allstar40	2009-07-20	0	把历史写的如此好看~~~
明朝那些事儿（陆）	wjyvera	allstar40	2009-08-20	0	且不论作者水平如何，但是他的描写就让人着迷。历史可以很好看的。
明朝那些事儿（陆）	xx218	allstar40	2009-05-31	0	东林党上台一段，真有点乱
明朝那些事儿（陆）	ablus	allstar30	2009-02-12	0	虽然觉得有点单调~但还是很精彩的明史~可叹啊~历史，尤其是那些活色生香的人物们
明朝那些事儿（陆）	floraDing	allstar40	2009-01-29	0	断断续续追到现在了 真是一个有热情更有毅力执行的家伙 博客从不因出版而撤文，几年来每天更新极少请假；单凭这些我也该将支持进行到底 更何况他是这么个会讲故事的人
明朝那些事儿（陆）	avarain	allstar50	2009-05-26	0	曾有一人，不求钱财，不求富贵，不求青史留名，有慨然雄浑之气，万刃加身不改之志。杨涟，千年之下，终究不朽！
明朝那些事儿（陆）	microcheung	allstar30	2009-04-08	0	这本就没有一口气读下来了。或许是作者写得不如以前，或者是我就是不喜欢这部分历史。
明朝那些事儿（陆）	sinbad	none	2009-06-01	0	终于把自己给看烦了，七我就放弃了。另外也是七以后没有精神领袖的篇幅，在最近这段时期内读不下去了，心态不合适读。
明朝那些事儿（陆）	yuemochen	allstar50	2015-11-08	0	让历史有趣起来。
明朝那些事儿（陆）	Joie	allstar40	2009-04-08	0	越到后面越敷衍
明朝那些事儿（陆）	micheliafigo	allstar50	2008-12-23	0	依然手不释卷
明朝那些事儿（陆）	xiaochou2046	allstar40	2009-01-17	0	￥
明朝那些事儿（陆）	spoio	allstar40	2009-03-06	0	于是乎
明朝那些事儿（陆）	blueshadow30	allstar40	2008-11-26	0	袁督师出场了！
明朝那些事儿（陆）	nirvanar	allstar40	2008-11-22	0	寂寞声中品完，君子和勇士的结尾。
明朝那些事儿（陆）	2228048	allstar40	2008-11-22	0	http://blog.sina.com.cn/s/indexlist_1233526741_27.html
明朝那些事儿（陆）	61670096	allstar50	2013-11-28	0	这部里面人物太多，记不住……前面的部分脑子有一点点混乱~不过后半段被袁崇焕和杨涟感动了……本部的结尾对努尔哈赤公允的评价印象很深！赞！
明朝那些事儿（陆）	7963966	allstar40	2010-11-17	0	朋友考我奔丧的说法，于是记住了丁忧和夺情；这才知道原来《紫钗记》是汤显祖的作品，更著名的是《牡丹亭》；万历是个沉迷于后宫的混蛋，可是正史中万历又是明朝比较重要的皇帝，泰昌仅在位一个月毁于纵欲，天启只专爱木工活且是个非常黑暗的时代……历史有很多面，看你怎么来读。
明朝那些事儿（陆）	princesspandora	allstar40	2010-02-25	0	笑出声也哭出声
明朝那些事儿（陆）	keyrss	allstar40	2017-06-25	0	党派之争。元气大伤。
明朝那些事儿（陆）	35342792	allstar40	2017-11-30	0	五人墓碑记的部分还是很感人的，明朝不亡真是没天理……
明朝那些事儿（陆）	71629425	allstar30	2016-01-26	0	中兴过后，各种矛盾冲突的激化将早已腐朽不堪重负而无力再维系下去的明帝国推向最后末路。本书主要讲的是晚明由“三大案”引发的党争，魏忠贤兴起及袁崇焕之奋战。不过，感觉作者越往后就越开始流水账，写作模式和前面几部也类似，有点审美疲劳了。
明朝那些事儿（陆）	38661885	allstar40	2016-04-05	0	落幕
明朝那些事儿（陆）	crystallee	allstar40	2016-06-03	0	不懂水至清则无鱼，不懂师流氓之招以制流氓，东林党以极其悲壮的方式覆灭了。
明朝那些事儿（陆）	soma19	allstar50	2016-01-02	0	九千岁来了
明朝那些事儿（陆）	44188912	allstar50	2016-03-27	0	五星给那些不朽的英雄，给秉持气节的铮铮傲骨。
明朝那些事儿（陆）	Ray1001	allstar30	2016-05-20	0	通俗现代的皮面下还是刻板传统的里子。
明朝那些事儿（陆）	xyws	allstar50	2015-03-13	0	弱者和强者之间唯一的差别，只在信念是否坚定。
明朝那些事儿（陆）	yuki_fu	allstar40	2015-07-14	0	政治的部分讲得比较拖沓，战争部分还行。
明朝那些事儿（陆）	catteforry	allstar40	2015-04-26	0	不择手段又能不忘初心真的是太难。
明朝那些事儿（陆）	lillylu	allstar50	2015-12-02	0	在办公室读的「小人物的奋斗」杨涟那一章，什么叫真正的惊心动魄。从万历七月病重而死到他儿子八月即位到他的木匠孙子九月初即位，前后不过才一个多月，每一天都是命悬一线改变历史的时刻。杨涟真的太...赤胆忠心，力挽狂澜。
明朝那些事儿（陆）	4801854	allstar40	2015-06-17	0	这一部又找回了前四部那种壮怀激烈的感觉，杨涟当真千古第一人！
明朝那些事儿（陆）	50241690	allstar50	2015-03-24	0	在东林党人如杨涟、孙承宗等人的道统理想之外，还有他们那致命的清高。其他方面，作者可能夸大了一些事件在历史上的份量，但却融情融理于其中，提升了它们对世人的份量。
明朝那些事儿（陆）	suzaku77	none	2015-03-09	0	碧血剑。风雨飘摇日暮西山。打折肋骨压布袋铁钉入耳……。
明朝那些事儿（陆）	TsingYi	allstar40	2014-10-13	0	真呀嘛真好看
明朝那些事儿（陆）	3438528	allstar40	2014-11-13	0	既然身体都很诚实地看到这一本了，就不能嘴上再说书不好了……我只是反感有种人在看到别人指出这书的问题的时候，跑来说“不能这样说，至少让很多我这样的人来看历史了，这是第一本我能看下去的历史书”。——说得刻薄点，既然跟历史完全向性不合，那这书能吸引你的大概真的只有八卦和段子，去微博上关注野史账号也能得到同样的收获，别说得好像看了本书就是赏了历史多大的脸。历史它才不需要你。
明朝那些事儿（陆）	momogui	allstar40	2014-11-15	0	西落西山。
明朝那些事儿（陆）	jane921111	allstar50	2014-08-20	0	万历皇帝真的是炫酷狂拽吊炸天。
明朝那些事儿（陆）	48525907	allstar40	2014-08-05	0	历史总有些无奈，不然还能怎么样？
明朝那些事儿（陆）	theyear	allstar40	2014-07-23	0	看到这一部，已然对明朝的各种争斗审美疲劳了。跟我爹聊过，似乎西周之前举国尚武，而之后慢慢崇文，然后就有了后来的一切。我好奇过若我们的文化仍有尚武的部分会怎样，可惜历史不会重来。
追风筝的人	duomeyouai	allstar50	2013-10-28	4235	大家都喜欢那句“为你，千千万万遍”，我却喜欢“我们有什么权利指责别人的过去”
追风筝的人	antony0411	allstar50	2007-09-18	741	touched how can he write a book just like tell a story?
追风筝的人	xiaomao58	allstar40	2009-09-13	240	过誉
追风筝的人	liuzichen	none	2010-06-12	338	追到的只有自己的过去救赎的只有自己的现在
追风筝的人	4697792	allstar40	2009-08-12	270	谁愿为我说“为你 千千万万遍”我愿为谁说“为你 千千万万遍”
追风筝的人	62675594	allstar50	2016-05-23	151	两年前，我在美国上一门英语课。坐在我旁边的男孩就来自阿富汗。当他用英语说出这个名字的时候，我们都以为他穿过重重战火和历史的沉疴而来，身上闪耀着神圣的荣光。而他，只是一个普通的阿富汗男孩，好像天空下奔跑着追风筝的人。
追风筝的人	qijiuzhiyue	allstar30	2007-02-24	68	关于教父的比喻应该是错了，不知是翻译的问题还是原作的问题
追风筝的人	saintcyr	allstar30	2013-01-25	64	故事挺好的，除去与阿塞夫重逢的脱线情节。可这根本是部美国小说，阿富汗仅仅是噱头。回想起一次别离给我的震撼，真是对它喜欢不起来。
追风筝的人	maggie.wxy	allstar50	2013-07-09	85	善良就是一种勇敢。
追风筝的人	wunching	allstar50	2014-12-15	94	从头哭到尾啊……童年回忆那悲凉而充满罪恶感的气氛让我想起钢炼…哈桑的善良实在太沉重了。。书本的感情非常触动人心。。。
